Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8969478607177734	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.5954349040985107	1	12.382716	3.9364328	24.0	8.0	12.382716049382717	3.936432869259536	1003	2005
1.9038898944854736	2	14.507246	5.251979	36.0	9.0	14.507246376811594	5.251978753132618	1001	3006
2.220271110534668	3	16.733334	8.38822	46.0	8.0	16.733333333333334	8.388219252154908	1004	4010
2.514615058898926	4	24.333334	12.273988	62.0	11.0	24.333333333333332	12.27398849807159	1022	5032
2.8520748615264893	5	33.433334	14.409912	76.0	14.0	33.43333333333333	14.409911712274837	1003	6035
3.149678945541382	6	42.125	16.138237	86.0	18.0	42.125	16.13823746055725	1011	7046
3.494621992111206	7	69.0	34.005882	131.0	24.0	69.0	34.005881844175136	1035	8081
3.809307813644409	8	62.875	19.364513	96.0	28.0	62.875	19.36451329106931	1006	9087
4.1356520652771	9	76.14286	37.017094	175.0	34.0	76.14285714285714	37.017094782309016	1066	10153
4.45478081703186	10	105.7	34.525497	156.0	44.0	105.7	34.52549782407199	1057	11210
4.815513849258423	11	109.1	39.44477	192.0	50.0	109.1	39.444771516640834	1091	12301
5.143078804016113	12	101.3	44.004658	195.0	50.0	101.3	44.004658844263304	1013	13314
5.484421730041504	13	175.66667	29.858929	200.0	116.0	175.66666666666666	29.85892756874492	1054	14368
5.853768825531006	14	174.66667	44.05174	200.0	77.0	174.66666666666666	44.05173725922231	1048	15416
6.194029092788696	15	168.0	32.119568	200.0	115.0	168.0	32.11956828269438	1008	16424
6.55536675453186	16	140.0	29.974989	169.0	80.0	140.0	29.974989574643725	1120	17544
6.897221803665161	17	188.0	23.43786	200.0	136.0	188.0	23.437861108329262	1128	18672
7.245131969451904	18	191.16667	19.751934	200.0	147.0	191.16666666666666	19.751933801248143	1147	19819
7.601660966873169	19	195.33333	10.434984	200.0	172.0	195.33333333333334	10.43498389499902	1172	20991
7.968642950057983	20	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	22190
8.323632955551147	21	186.66667	24.837248	200.0	132.0	186.66666666666666	24.83724801359621	1120	23310
8.69332504272461	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24510
9.076517820358276	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	25710
9.459728956222534	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	26910
9.833518981933594	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28110
10.205209016799927	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	29310
10.58866572380066	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	30510
10.957681894302368	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31710
11.321416854858398	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	32910
11.690743923187256	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34110
12.050373792648315	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35310
12.414078950881958	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36510
12.775125980377197	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37710
13.134475946426392	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	38910
13.48673391342163	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40110
13.852963924407959	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41310
14.23481798171997	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42510
14.592800855636597	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	43710
14.950030088424683	39	199.66667	0.745356	200.0	198.0	199.66666666666666	0.7453559924999299	1198	44908
15.291491985321045	40	179.16667	11.991896	200.0	162.0	179.16666666666666	11.991895411299899	1075	45983
15.632293939590454	41	155.71428	15.62703	188.0	137.0	155.71428571428572	15.627030480313687	1090	47073
15.963779926300049	42	130.5	5.0249376	138.0	123.0	130.5	5.024937810560445	1044	48117
16.320497751235962	43	110.7	9.497894	125.0	96.0	110.7	9.497894503520241	1107	49224
16.651549816131592	44	99.0	9.97269	117.0	86.0	99.0	9.97268998087003	1089	50313
16.951791048049927	45	95.09091	8.92855	112.0	83.0	95.0909090909091	8.92855017707034	1046	51359
17.25841784477234	46	100.4	9.738583	116.0	83.0	100.4	9.73858305915188	1004	52363
17.577468872070312	47	105.6	6.0695963	114.0	94.0	105.6	6.069596362197408	1056	53419
17.887201070785522	48	115.77778	12.611967	140.0	94.0	115.77777777777777	12.611967665477966	1042	54461
18.224305868148804	49	118.77778	6.860155	128.0	108.0	118.77777777777777	6.860155129081392	1069	55530
18.562861919403076	50	139.0	9.300538	155.0	123.0	139.0	9.300537618869138	1112	56642
18.86864399909973	51	144.14285	7.9897895	158.0	131.0	144.14285714285714	7.989789402348321	1009	57651
19.195437908172607	52	173.5	14.795833	200.0	159.0	173.5	14.795832746644125	1041	58692
19.50936484336853	53	171.33333	14.418352	194.0	154.0	171.33333333333334	14.418352502588112	1028	59720
19.843195915222168	54	182.16667	10.318538	200.0	169.0	182.16666666666666	10.31853779477607	1093	60813
20.19441795349121	55	190.33333	6.992059	200.0	183.0	190.33333333333334	6.992058987801011	1142	61955
20.561455011367798	56	199.66667	0.745356	200.0	198.0	199.66666666666666	0.7453559924999298	1198	63153
20.922060012817383	57	198.66667	1.8856181	200.0	196.0	198.66666666666666	1.8856180831641267	1192	64345
21.305948972702026	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	65545
