Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
80.19555425643921	0	-132.7296	39.113216	-46.118603	-260.61554	151.0	0.0	-0.8790039	-0.8790039	-0.87900347	-0.87900347	-0.69320685	0.00102158	4.61955e-06	1.0202932e-06	0.69320726	30049	30049
144.0264356136322	1	-93.682236	33.0994	-20.081266	-225.3216	151.0	0.0	-0.62041223	-0.62041223	-0.62041223	-0.62041223	-0.6936573	0.0075683193	8.280168e-05	1.8696333e-05	0.6936655	30049	60098
205.26419234275818	2	-92.810646	36.457752	2.6790173	-221.77002	151.0	0.0	-0.61464	-0.61464	-0.6146404	-0.6146404	-0.69328123	0.008737743	5.7475514e-05	1.302371e-05	0.693287	30049	90147
266.5218040943146	3	-82.111115	35.481674	5.4736376	-228.10767	151.0	0.0	-0.54378223	-0.54378223	-0.5437821	-0.5437821	-0.6936325	0.007144572	8.591855e-05	8.4787935e-06	0.69364107	30049	120196
327.8124313354492	4	-74.41047	30.936668	20.044209	-179.6471	151.0	0.0	-0.49278456	-0.49278456	-0.49278504	-0.49278504	-0.69283867	0.0022672394	0.00045083166	7.025954e-05	0.69288373	30049	150245
389.12980818748474	5	-66.61262	29.634815	32.52642	-164.39842	151.0	0.0	-0.44114313	-0.44114313	-0.44114354	-0.44114354	-0.6931474	0.0017346877	4.8668757e-05	2.3409839e-05	0.6931523	30049	180294
450.4467525482178	6	-56.91845	27.717989	19.733011	-154.97621	151.0	0.0	-0.37694338	-0.37694338	-0.376944	-0.376944	-0.6931635	0.0019789916	0.0004018742	0.00012790739	0.6932037	30049	210343
511.75675535202026	7	-62.492157	25.050943	-4.5823493	-153.34473	151.0	0.0	-0.41385534	-0.41385534	-0.41385517	-0.41385517	-0.6937448	0.0071585597	0.0001317694	4.4954806e-05	0.69375813	30049	240392
573.0586979389191	8	-54.52276	25.544947	10.361115	-127.94389	151.0	0.0	-0.36107787	-0.36107787	-0.36107773	-0.36107773	-0.6931472	0.00024238577	1.6530968e-05	5.7775437e-06	0.6931489	30049	270441
634.3213303089142	9	-53.867805	25.329514	8.36855	-129.62344	151.0	0.0	-0.35674042	-0.35674042	-0.3567403	-0.3567403	-0.69314724	0.0002877116	1.102311e-05	3.246881e-06	0.6931483	30049	300490
