Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	107.0433132648468	1000	2000	0.7919361974811436	0.7919361974811436	2	2000
1	113.13463282585144	1000	3000	0.7919361974811436	-242.52615712064573	3	3000
2	119.25363445281982	1000	4000	0.7919361974811436	-212.12899717044994	4	4000
3	125.36834239959717	1000	5000	0.7919361974811436	-213.60928486110996	5	5000
4	131.4729790687561	1000	6000	0.7919361974811436	-256.9122029153523	6	6000
5	137.65321350097656	1000	7000	0.7919361974811436	-276.20017946295604	7	7000
6	143.85637187957764	1000	8000	0.7919361974811436	-295.6274913892064	8	8000
7	150.05990648269653	1000	9000	0.7919361974811436	-210.69124414783096	9	9000
8	156.26367449760437	1000	10000	0.7919361974811436	-66.55700434806357	10	10000
9	162.40043020248413	1000	11000	49.66249935071273	49.66249935071273	11	11000
10	168.54471445083618	1000	12000	49.66249935071273	-151.34050761757533	12	12000
11	174.67516231536865	1000	13000	49.66249935071273	38.78319502472743	13	13000
12	180.8052899837494	1000	14000	137.69929196172035	137.69929196172035	14	14000
13	186.91975903511047	1000	15000	137.69929196172035	-14.522649649869233	15	15000
14	193.03510737419128	1000	16000	137.69929196172035	75.25663422226252	16	16000
15	199.16601657867432	1000	17000	137.69929196172035	-115.26094390536701	17	17000
16	205.31965470314026	1000	18000	137.69929196172035	17.798676724012218	18	18000
17	211.46008968353271	1000	19000	137.69929196172035	73.9908151244617	19	19000
18	217.59201741218567	1000	20000	137.69929196172035	135.64985741328502	20	20000
19	223.70586681365967	1000	21000	150.59109500951604	150.59109500951604	21	21000
20	229.84886646270752	1000	22000	150.59109500951604	66.06535162987058	22	22000
21	235.97458148002625	1000	23000	150.59109500951604	-87.28434953727985	23	23000
22	242.10252046585083	1000	24000	150.59109500951604	-174.57341802257412	24	24000
23	248.21837401390076	1000	25000	307.49205007949035	307.49205007949035	25	25000
24	254.3390130996704	1000	26000	307.49205007949035	-147.55697469977233	26	26000
25	260.47481417655945	1000	27000	390.45414832435273	390.45414832435273	27	27000
26	266.6013948917389	1000	28000	436.4982135990565	436.4982135990565	28	28000
27	272.7288222312927	1000	29000	436.4982135990565	124.74457066464248	29	29000
28	278.8584477901459	1000	30000	436.4982135990565	130.26869422060693	30	30000
29	285.01269721984863	1000	31000	436.4982135990565	-96.0217940850223	31	31000
30	291.149534702301	1000	32000	436.4982135990565	-208.98142454421577	32	32000
31	297.2889060974121	1000	33000	627.8756910626743	627.8756910626743	33	33000
32	303.41575860977173	1000	34000	627.8756910626743	526.1332120573161	34	34000
33	309.5503625869751	1000	35000	744.8909261235233	744.8909261235233	35	35000
34	315.6701397895813	1000	36000	744.8909261235233	-127.10173068567127	36	36000
35	321.8130347728729	1000	37000	756.0363386809445	756.0363386809445	37	37000
36	327.9376096725464	1000	38000	756.0363386809445	726.3866929206262	38	38000
37	334.0807526111603	1000	39000	1077.3731968505233	1077.3731968505233	39	39000
38	340.2112035751343	1000	40000	1077.3731968505233	963.6855501738514	40	40000
39	346.3348844051361	1000	41000	1077.3731968505233	831.3838749308061	41	41000
40	352.4798665046692	1000	42000	1077.3731968505233	958.3565717559622	42	42000
41	358.6060302257538	1000	43000	1136.383429940936	1136.383429940936	43	43000
42	364.7281231880188	1000	44000	1191.6790479762215	1191.6790479762215	44	44000
43	370.8613791465759	1000	45000	1255.847220530036	1255.847220530036	45	45000
44	376.99858593940735	1000	46000	1255.847220530036	1044.5320595992662	46	46000
45	383.1434144973755	1000	47000	1255.847220530036	1229.3374841522873	47	47000
46	389.2766625881195	1000	48000	1373.4364745566245	1373.4364745566245	48	48000
47	395.4185059070587	1000	49000	1423.4212488516632	1423.4212488516632	49	49000
48	401.56046748161316	1000	50000	1491.5060531722827	1491.5060531722827	50	50000
49	407.6917881965637	1000	51000	1491.5060531722827	929.5631497000717	51	51000
50	413.84160590171814	1000	52000	1591.6831287126777	1591.6831287126777	52	52000
51	419.99953961372375	1000	53000	1591.6831287126777	1540.581852825948	53	53000
52	426.1527633666992	1000	54000	1799.4329010024767	1799.4329010024767	54	54000
53	432.28685760498047	1000	55000	1799.4329010024767	1009.7246924460945	55	55000
54	438.4227921962738	1000	56000	1799.4329010024767	1659.6161740586772	56	56000
55	444.57772994041443	1000	57000	1799.4329010024767	1407.9815626717314	57	57000
56	450.70117354393005	1000	58000	1799.4329010024767	1747.0124225026698	58	58000
57	456.8305470943451	1000	59000	1799.4329010024767	-73.20418074581393	59	59000
