Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.080359935760498	0	-0.41312948	0.07120906	-0.2635132	-0.61326927	21.0	0.0	-0.019672833	-0.019672833	-0.01710693014867498	-0.01710693014867498	1008	1008
2.92798113822937	1	-0.40192223	0.08072866	-0.29382083	-0.65664387	21.0	0.0	-0.019139154	-0.019139154	-0.017391625807311954	-0.017391625807311954	1008	2016
3.2093491554260254	2	-0.42063323	0.07051453	-0.30077922	-0.54122096	21.0	0.0	-0.020030154	-0.020030154	-0.018015359158374395	-0.018015359158374395	1008	3024
3.564824104309082	3	-0.4359776	0.09074309	-0.29604918	-0.64973927	21.0	0.0	-0.02076084	-0.02076084	-0.01925731768692542	-0.01925731768692542	1008	4032
3.8606340885162354	4	-0.4192071	0.08772251	-0.26186067	-0.63697606	21.0	0.0	-0.019962242	-0.019962242	-0.018276760814596886	-0.018276760814596886	1008	5040
4.165816068649292	5	-0.41153416	0.093179934	-0.26568747	-0.6102537	21.0	0.0	-0.019596864	-0.019596864	-0.018096708345292697	-0.018096708345292697	1008	6048
4.529770135879517	6	-0.39865735	0.07473087	-0.22477962	-0.5609211	21.0	0.0	-0.018983686	-0.018983686	-0.017486214312350295	-0.017486214312350295	1008	7056
4.812189102172852	7	-0.407451	0.103317164	-0.16766094	-0.742512	21.0	0.0	-0.019402428	-0.019402428	-0.0178967792714589	-0.0178967792714589	1008	8064
5.107202053070068	8	-0.42589346	0.10778423	-0.22634651	-0.7119521	21.0	0.0	-0.020280642	-0.020280642	-0.018542373190620107	-0.018542373190620107	1008	9072
5.398640871047974	9	-0.24249394	1.3947643	9.300274	-0.6051332	21.0	0.0	-0.011547333	-0.011547333	-0.009653925298856569	-0.009653925298856569	1008	10080
5.697298049926758	10	-0.2472937	1.400522	9.330888	-0.6660232	21.0	0.0	-0.011775889	-0.011775889	-0.009925097337113623	-0.009925097337113623	1008	11088
6.017218112945557	11	-0.45507994	0.102110535	-0.28326237	-0.7207137	21.0	0.0	-0.021670474	-0.021670474	-0.0199085988463013	-0.0199085988463013	1008	12096
6.306183099746704	12	0.11929214	4.2552137	29.283482	-0.7122723	21.0	0.0	0.0056805783	0.0056805783	0.007692541227954508	0.007692541227954508	1008	13104
6.6009132862091064	13	0.33021402	4.4572606	29.31025	-0.7429881	21.0	0.0	0.015724476	0.015724476	0.01757344516734328	0.01757344516734328	1008	14112
6.924692153930664	14	3.2201946	10.26829	39.22888	-0.773696	21.0	0.0	0.1533426	0.1533426	0.15516812730915336	0.15516812730915336	1008	15120
7.213770151138306	15	4.6645303	13.328457	49.342033	-0.75164527	21.0	0.0	0.2221205	0.2221205	0.22405095036713557	0.22405095036713557	1008	16128
