,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-144.40112939285495,22.49338718273129,-200.54657125115233,-120.79230431899288,,
1,0,-27.52825759809075,22.92501583415494,-61.665438821287864,1.3013876712471806,1.0019419193267822,0.03260248154401779
2,1,108.09709518407949,27.801556668071427,59.7372064592848,144.12505646623316,0.04154010862112045,0.016584569588303566
3,2,135.9453739073506,25.04525541494627,82.17805397711653,181.44835914869674,0.024291250854730606,0.012948130257427692
4,3,179.14343169881013,33.135367743998735,115.48836101208188,232.43366158434992,0.01630961336195469,0.006849235855042934
5,4,197.70500605239144,35.279213133883495,150.17475023657718,243.21429581673763,0.013204535469412804,0.010715020820498466
6,5,269.78370129852516,34.42780211796945,193.98141639820943,314.9664959461356,0.010341936722397804,0.009305429644882679
7,6,308.50524512924545,30.897787938368847,246.89711264275783,369.46739468140083,0.009405027143657207,0.01152891106903553
8,7,301.70984354953305,35.96179083829324,238.83107265726633,350.096536014875,0.007456281688064337,0.01039019227027893
9,8,302.7667240255505,45.09960550855946,214.10491536076512,374.8121750049917,0.007782992906868458,0.008398216217756271
10,9,369.97503108721423,38.13302854262067,283.0000651813484,405.8728970468916,0.005859168712049723,0.005599961616098881
11,10,299.3460338654365,60.81416010322996,195.24962959996526,389.3070883724347,0.006682494189590216,0.00606301287189126
