,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-142.25210881953456,38.0987855237275,-211.937956669553,-91.31727293736964,,
1,0,1.8256608204972467,35.5329065841078,-71.99316621288251,79.85611899833549,1.0220403671264648,0.024376636371016502
2,1,99.58559827516406,25.747631587006563,66.0087946677481,151.26867475927753,0.04778081923723221,0.021191082894802094
3,2,151.30477037312897,24.676147180335025,111.38579596617527,194.44958859403766,0.03338121622800827,0.013299533165991306
4,3,242.7402861214684,28.49186776187431,199.12783156427042,298.7659522677891,0.021002747118473053,0.023156942799687386
5,4,308.2144176277027,67.40668915155037,238.66696458774328,475.70597267843914,0.018534507602453232,0.012311537750065327
6,5,326.2386444408921,20.998904010834075,286.8537508261114,356.8985242991662,0.014756912365555763,0.00899274181574583
7,6,320.7424641518191,45.9567519709594,255.98318690769392,407.10188920769696,0.010152091272175312,0.010314037092030048
8,7,321.4497244957898,45.85515109259619,235.11350836049434,404.26966051543417,0.011239339597523212,0.008809410035610199
9,8,388.98342843584857,53.458752288830766,312.03571107416786,471.40148484740985,0.011073749512434006,0.011234340257942677
10,9,364.58974203710903,45.93946974657515,299.4625313582518,431.8269680036109,0.009452427737414837,0.0072994232177734375
11,10,373.96418216500746,32.38609260476299,319.5117176802039,420.71509679528447,0.007864314131438732,0.007738812826573849
