Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	9.694965362548828	1000	2000	-0.09741499500518591	-102.28000010355767	9	2000
1	16.29983162879944	1000	3000	-0.09741499500518591	-13.085357696480855	13	3000
2	22.8345046043396	1000	4000	-0.09741499500518591	-6.089275876274139	16	4000
3	29.296800136566162	1000	5000	3.041745701594282	-23.6618887732676	25	5000
4	35.75756025314331	1000	6000	3.041745701594282	-632.9158608246078	26	6000
5	42.231693744659424	1000	7000	3.041745701594282	-786.5884307790396	27	7000
6	48.69803857803345	1000	8000	3.041745701594282	-14.955062153365338	32	8000
7	55.168700218200684	1000	9000	3.041745701594282	-23.628356576405338	36	9000
8	61.62416625022888	1000	10000	3.041745701594282	-41.73959638696264	39	10000
9	68.08325004577637	1000	11000	3.041745701594282	-34.19892998217397	46	11000
10	74.5518159866333	1000	12000	3.041745701594282	-127.11477957255373	48	12000
11	81.03732967376709	1000	13000	3.041745701594282	-79.87949128516976	57	13000
12	87.48645997047424	1000	14000	3.041745701594282	-34.48403857234928	62	14000
13	93.9530336856842	1000	15000	3.041745701594282	-21.61852501688608	66	15000
14	100.42022395133972	1000	16000	3.041745701594282	-32.299106443451876	82	16000
15	106.90271139144897	1000	17000	3.041745701594282	-185.4888926059542	91	17000
16	113.37567520141602	1000	18000	3.041745701594282	-125.39171752967671	93	18000
17	119.84334897994995	1000	19000	3.041745701594282	-1133.8553392839708	94	19000
18	126.32420778274536	1000	20000	3.041745701594282	-29.7745814713955	104	20000
19	132.7925443649292	1000	21000	3.041745701594282	-230.49914086935954	105	21000
20	139.2534146308899	1000	22000	3.041745701594282	-119.0080762720732	124	22000
21	145.73115754127502	1000	23000	3.041745701594282	-1233.6341400512588	125	23000
22	152.20393252372742	1000	24000	3.041745701594282	-1121.387082118547	126	24000
23	158.68445324897766	1000	25000	3.041745701594282	-34.502687677453544	131	25000
24	165.15248823165894	1000	26000	3.041745701594282	-1195.5890534205628	132	26000
25	171.6261932849884	1000	27000	3.041745701594282	-48.137872094426854	136	27000
26	178.09409761428833	1000	28000	3.041745701594282	-44.348667834642846	140	28000
