Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.1676790714263916	0	-0.42546043	0.08614263	-0.25177664	-0.6315052	21.0	0.0	-0.020260017	-0.020260017	-0.020260017	-0.020260017	1008	1008
3.062870979309082	1	-0.40961823	0.08887384	-0.22281198	-0.68880224	21.0	0.0	-0.01950563	-0.01950563	-0.01950563	-0.01950563	1008	2016
3.379749059677124	2	-0.42327246	0.096057355	-0.18914674	-0.69617945	21.0	0.0	-0.02015583	-0.02015583	-0.02015583	-0.02015583	1008	3024
3.672869920730591	3	-0.4235455	0.08238911	-0.24555504	-0.623579	21.0	0.0	-0.020168832	-0.020168832	-0.020168832	-0.020168832	1008	4032
4.0524070262908936	4	-0.42432395	0.08614694	-0.2620552	-0.6388664	21.0	0.0	-0.020205904	-0.020205904	-0.020205904	-0.020205904	1008	5040
4.389573097229004	5	-0.40299907	0.069240205	-0.29022306	-0.57150376	21.0	0.0	-0.019190433	-0.019190433	-0.019190433	-0.019190433	1008	6048
4.657502889633179	6	-0.41584337	0.099919915	-0.18212566	-0.6592258	21.0	0.0	-0.019802066	-0.019802066	-0.019802066	-0.019802066	1008	7056
4.937175035476685	7	-0.41776553	0.108447984	-0.19146127	-0.77014554	21.0	0.0	-0.019893594	-0.019893594	-0.019893594	-0.019893594	1008	8064
5.2379350662231445	8	-0.42915806	0.10938957	-0.25160977	-0.7919641	21.0	0.0	-0.020436097	-0.020436097	-0.020436097	-0.020436097	1008	9072
5.55603814125061	9	-0.45308217	0.10633929	-0.2182563	-0.7446706	21.0	0.0	-0.021575341	-0.021575341	-0.021575341	-0.021575341	1008	10080
5.847450017929077	10	-0.44477358	0.10723184	-0.27360675	-0.75627303	21.0	0.0	-0.021179697	-0.021179697	-0.021179697	-0.021179697	1008	11088
6.186153173446655	11	-0.45212033	0.10388079	-0.30500925	-0.69996345	21.0	0.0	-0.02152954	-0.02152954	-0.02152954	-0.02152954	1008	12096
6.496703863143921	12	-0.44624582	0.093584284	-0.28203568	-0.78722745	21.0	0.0	-0.0212498	-0.0212498	-0.0212498	-0.0212498	1008	13104
6.7878499031066895	13	-0.52351505	0.11248289	-0.27173403	-0.782275	21.0	0.0	-0.02492929	-0.02492929	-0.02492929	-0.02492929	1008	14112
7.073556184768677	14	-0.08844954	2.833213	19.31854	-0.78650516	21.0	0.0	-0.0042118807	-0.0042118807	-0.0042118807	-0.0042118807	1008	15120
7.366105079650879	15	-0.536577	0.120283246	-0.24443318	-0.8119474	21.0	0.0	-0.025551284	-0.025551284	-0.025551284	-0.025551284	1008	16128
7.652436017990112	16	1.0751896	5.084431	19.364532	-0.84865296	21.0	0.0	0.0511995	0.0511995	0.0511995	0.0511995	1008	17136
7.949293851852417	17	1.6847864	6.7945585	29.348211	-0.86011696	21.0	0.0	0.08022793	0.08022793	0.08022793	0.08022793	1008	18144
8.248257875442505	18	10.15166	16.598503	59.017178	-0.83924454	21.0	0.0	0.4834124	0.4834124	0.4834124	0.4834124	1008	19152
8.532725811004639	19	11.210243	18.105747	59.227303	-0.90038836	21.0	0.0	0.53382105	0.53382105	0.53382105	0.53382105	1008	20160
9.062510013580322	20	12.236774	17.838478	59.2773	-0.8279548	21.0	0.0	0.58270353	0.58270353	0.58270353	0.58270353	1008	21168
9.361763954162598	21	24.424515	23.72072	79.05815	-0.96339524	21.0	0.0	1.1630722	1.1630722	1.1630722	1.1630722	1008	22176
9.661267042160034	22	33.57639	25.916862	79.11115	-0.7980395	21.0	0.0	1.5988758	1.5988758	1.5988758	1.5988758	1008	23184
9.95860505104065	23	44.94821	22.804205	89.13343	-0.84056026	21.0	0.0	2.140391	2.140391	2.140391	2.140391	1008	24192
10.280531167984009	24	45.332306	25.326475	98.94026	-0.83532274	21.0	0.0	2.1586812	2.1586812	2.1586812	2.1586812	1008	25200
10.56722903251648	25	48.409344	23.537561	88.85572	-0.6865022	21.0	0.0	2.3052068	2.3052068	2.3052068	2.3052068	1008	26208
10.86213994026184	26	56.47958	22.449207	98.78554	-0.6452265	21.0	0.0	2.6895034	2.6895034	2.6895034	2.6895034	1008	27216
11.15555191040039	27	65.56315	26.162975	128.38832	-0.90266085	21.0	0.0	3.1220543	3.1220543	3.1220543	3.1220543	1008	28224
11.449681043624878	28	61.601658	24.580664	108.002815	-0.67321575	21.0	0.0	2.9334123	2.9334123	2.9334123	2.9334123	1008	29232
11.744236946105957	29	69.229935	25.255661	118.551605	9.181355	21.0	0.0	3.2966635	3.2966635	3.2966635	3.2966635	1008	30240
12.061604976654053	30	66.712814	24.755957	108.87407	-0.9135897	21.0	0.0	3.176801	3.176801	3.176801	3.176801	1008	31248
12.3695650100708	31	80.35188	21.214125	118.86815	19.037046	21.0	0.0	3.82628	3.82628	3.82628	3.82628	1008	32256
12.691702842712402	32	79.90751	17.860138	118.42615	38.781483	21.0	0.0	3.8051195	3.8051195	3.8051195	3.8051195	1008	33264
13.007073879241943	33	81.75412	17.72215	128.64856	38.572613	21.0	0.0	3.8930533	3.8930533	3.8930533	3.8930533	1008	34272
13.314643144607544	34	82.53085	20.18912	118.36842	28.849817	21.0	0.0	3.9300406	3.9300406	3.9300406	3.9300406	1008	35280
13.665571928024292	35	87.86942	20.015373	128.36743	48.796505	21.0	0.0	4.1842585	4.1842585	4.1842585	4.1842585	1008	36288
13.98914098739624	36	89.918915	19.036144	118.53818	28.886017	21.0	0.0	4.281853	4.281853	4.281853	4.281853	1008	37296
14.32026195526123	37	89.700134	20.401321	127.99083	39.126907	21.0	0.0	4.271435	4.271435	4.271435	4.271435	1008	38304
14.664938926696777	38	94.43424	16.288721	128.36185	48.734493	21.0	0.0	4.496868	4.496868	4.496868	4.496868	1008	39312
14.993564128875732	39	92.41854	13.5641575	118.5594	58.84383	21.0	0.0	4.4008822	4.4008822	4.4008822	4.4008822	1008	40320
15.553335905075073	40	92.55241	20.103643	128.394	38.55507	21.0	0.0	4.4072576	4.4072576	4.4072576	4.4072576	1008	41328
15.877723932266235	41	91.05023	21.060486	128.07263	28.957169	21.0	0.0	4.335726	4.335726	4.335726	4.335726	1008	42336
16.200329065322876	42	94.607704	21.312662	128.18051	-1.0321479	21.0	0.0	4.5051284	4.5051284	4.5051284	4.5051284	1008	43344
16.50722098350525	43	96.2178	15.894323	128.20284	58.753727	21.0	0.0	4.581799	4.581799	4.581799	4.581799	1008	44352
16.82755708694458	44	92.506676	18.0533	128.316	48.586075	21.0	0.0	4.40508	4.40508	4.40508	4.40508	1008	45360
17.13245701789856	45	90.70889	15.809188	128.1747	58.851765	21.0	0.0	4.319471	4.319471	4.319471	4.319471	1008	46368
