Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	105.91304421424866	1000	2000	-0.8521828853376995	-0.8521828853376995	2	2000
1	111.91840624809265	1000	3000	-0.8521828853376995	-143.09840409053237	3	3000
2	117.9514229297638	1000	4000	-0.8521828853376995	-337.25762829589974	4	4000
3	123.97125387191772	1000	5000	-0.8521828853376995	-210.89481561400524	5	5000
4	130.00026726722717	1000	6000	-0.8521828853376995	-210.396316382432	6	6000
5	136.0236041545868	1000	7000	-0.8521828853376995	-256.3744165701554	7	7000
6	142.06875824928284	1000	8000	-0.8521828853376995	-111.32830228526974	8	8000
7	148.09110569953918	1000	9000	-0.8521828853376995	-257.6162278630604	9	9000
8	154.1284213066101	1000	10000	-0.8521828853376995	-231.4998183052202	10	10000
9	160.1719958782196	1000	11000	-0.8521828853376995	-310.38400987076164	11	11000
10	166.2046287059784	1000	12000	-0.8521828853376995	-192.59393082228274	12	12000
11	172.22600722312927	1000	13000	-0.8521828853376995	-203.3602387258254	13	13000
12	178.26047945022583	1000	14000	-0.8521828853376995	-186.13184290803943	14	14000
13	184.274423122406	1000	15000	-0.8521828853376995	-257.51069961164706	15	15000
14	190.30799269676208	1000	16000	23.325602830461257	23.325602830461257	16	16000
15	196.33590626716614	1000	17000	23.325602830461257	-92.4394604199196	17	17000
16	202.37631273269653	1000	18000	23.325602830461257	-51.75948134785755	18	18000
17	208.39139485359192	1000	19000	23.325602830461257	-264.291680855281	19	19000
18	214.42627787590027	1000	20000	100.28068914441253	100.28068914441253	20	20000
19	220.4631049633026	1000	21000	100.28068914441253	1.7849621491561893	21	21000
20	226.50931882858276	1000	22000	100.28068914441253	38.65143738947694	22	22000
21	232.542462348938	1000	23000	100.28068914441253	14.11035391596669	23	23000
22	238.57555174827576	1000	24000	124.27705442322083	124.27705442322083	24	24000
23	244.61544466018677	1000	25000	124.27705442322083	-0.5374931574550403	25	25000
24	250.64113116264343	1000	26000	124.27705442322083	39.92696612072007	26	26000
25	256.6561396121979	1000	27000	160.02566982834233	160.02566982834233	27	27000
26	262.6782763004303	1000	28000	160.02566982834233	-123.48537989295677	28	28000
27	268.71874165534973	1000	29000	160.02566982834233	-61.92901727176639	29	29000
28	274.74764704704285	1000	30000	160.02566982834233	33.33365133668938	30	30000
29	280.77783727645874	1000	31000	160.02566982834233	108.22970969353487	31	31000
30	286.80542516708374	1000	32000	256.98952171357604	256.98952171357604	32	32000
31	292.84260392189026	1000	33000	271.87507772456314	271.87507772456314	33	33000
32	298.8831853866577	1000	34000	271.87507772456314	-48.596600464410876	34	34000
33	304.91738510131836	1000	35000	271.87507772456314	-368.20934253681713	35	35000
34	310.9581847190857	1000	36000	271.87507772456314	166.47434302766246	36	36000
35	316.9887192249298	1000	37000	271.87507772456314	-49.693076270134185	37	37000
36	323.02928161621094	1000	38000	271.87507772456314	-368.7022409996889	38	38000
37	329.0474588871002	1000	39000	271.87507772456314	-311.9795534987079	39	39000
38	335.07954597473145	1000	40000	271.87507772456314	-34.61161529509133	40	40000
39	341.111289024353	1000	41000	435.6922398305083	435.6922398305083	41	41000
40	347.1464202404022	1000	42000	435.6922398305083	-219.4078221391576	42	42000
41	353.1790428161621	1000	43000	435.6922398305083	-164.32837769848518	43	43000
42	359.211688041687	1000	44000	435.6922398305083	-235.95895624901317	44	44000
43	365.2475597858429	1000	45000	435.6922398305083	-205.07577357319707	45	45000
44	371.2760899066925	1000	46000	435.6922398305083	-41.51206091080149	46	46000
45	377.29686737060547	1000	47000	435.6922398305083	189.9528998714186	47	47000
46	383.33537459373474	1000	48000	435.6922398305083	-287.58786005885617	48	48000
47	389.38002490997314	1000	49000	435.6922398305083	202.29782735913332	49	49000
48	395.4092969894409	1000	50000	435.6922398305083	121.73439317959148	50	50000
49	401.43015480041504	1000	51000	435.6922398305083	221.98069357474768	51	51000
