,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-142.70386879012116,18.9450904856336,-177.57329247806274,-109.36876507235311,,
1,0,-41.15117645870116,21.193421017939766,-77.1833803301315,-11.252234931239792,1.104081392288208,0.025640549138188362
2,1,-2.9401801810762125,20.585109504277785,-36.81444396764425,27.289722506416766,0.03273985534906387,0.017638826742768288
3,2,38.09731032688714,23.15016708351377,-2.26412797822997,82.22161052784011,0.02119569666683674,0.01683037169277668
4,3,62.25304871142873,25.948442090856584,17.21954918042154,105.24143005998036,0.01435269694775343,0.0068870545364916325
5,4,57.90046110961358,27.556423340159284,33.50877690141112,124.2260637328379,0.01226336695253849,0.00893017090857029
6,5,76.04480349531019,33.37727723090312,14.91204148222568,132.30534420937312,0.009802540764212608,0.007805082015693188
7,6,77.34380104514847,32.045353178998795,28.95539863756754,125.761506487818,0.010019044391810894,0.006823218427598476
8,7,89.8124653255679,27.162802318342347,45.25477647080542,156.31650916965506,0.006997101940214634,0.007401975803077221
9,8,104.21455043409075,38.663173246650686,26.957539388463424,161.09541805094835,0.006332398392260075,0.004944119602441788
10,9,98.64836863656747,20.84367604544417,65.96799233409418,127.34468209924555,0.00590051943436265,0.004766853526234627
11,10,128.50879914184912,19.9457629271628,99.50051330289776,158.00051380708825,0.004947139881551266,0.005620070733129978
