Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
6.599260568618774	0	-169.5087093440696	-9.22828651514288	62.35456794067292	-37.89736693138134	-356.8834242793126	20.0	0.0	1008	10017	-174.06092601246874	-10.05777760763693
11.584524869918823	1	-168.44928344308937	-8.9473169239288	64.59891272207209	-37.637877795352104	-328.6019528772184	20.0	0.0	1008	20034	-144.39842577465842	-7.774408722042046
15.615420579910278	2	-162.68641847626677	-8.637802885597598	63.944370825147516	-27.518307656036825	-370.4965670231901	20.0	0.0	1008	30051	-161.50489939423164	-9.394979568147718
20.44558548927307	3	-162.14881499197395	-8.49368951045394	65.39651192866161	-29.253347980265293	-367.166968248442	20.0	0.0	1008	40068	-182.0577090627951	-9.520489472087915
24.57617163658142	4	-164.06338692745203	-8.640653455581957	68.64240791079277	-23.54708158987047	-350.96703553033655	20.0	0.0	1008	50085	-161.80898161657947	-8.256633642817745
29.035893440246582	5	-163.307860283012	-8.621208996556662	67.31414070418082	-20.333509996448043	-363.1576656115092	20.0	0.0	1008	60102	-153.317442452692	-7.937914382476218
33.548792600631714	6	-159.64343051977363	-8.288539378669984	65.16569865393353	-28.36713701303349	-371.0723916446903	20.0	0.0	1008	70119	-179.112418414438	-9.453441874900134
37.76894736289978	7	-164.19844710049213	-8.4685149643152	69.7661487815918	-24.391780084032728	-378.6679080717459	20.0	0.0	1008	80136	-158.7988735704232	-8.519615902165711
42.09633731842041	8	-166.8130753776505	-8.607401511561983	68.10405922383836	-24.521166476799635	-383.99327367146304	20.0	0.0	1008	90153	-149.86887712791147	-7.860046888868567
46.75106620788574	9	-161.7297807627116	-8.306063872267053	68.10379918963662	-26.424591258550056	-380.91459918780447	20.0	0.0	1008	100170	-169.50513963640438	-8.504969266484784
51.18103742599487	10	-156.17809837595078	-8.097758939723308	66.3970853105646	-29.6342305595149	-397.11897697595094	20.0	0.0	1008	110187	-173.63662483605034	-9.02533443827254
55.233712911605835	11	-166.10551289784917	-8.433398941559688	70.83100557858042	-19.28370918235761	-395.9660497433101	20.0	0.0	1008	120204	-156.9682458831246	-8.091800356132545
59.74927616119385	12	-161.1925048877559	-8.264874096519737	75.06061189749266	-24.03549350859814	-434.3881325391523	20.0	0.0	1008	130221	-156.8528549214615	-7.797321972655113
64.08482694625854	13	-159.66515243654456	-8.011146646403983	68.26972690161638	-18.755453825680092	-399.5389055187963	20.0	0.0	1008	140238	-146.43944654546985	-7.30696713878483
68.3467185497284	14	-159.24201569927945	-7.836352913202264	69.26661015328743	-24.60622375190914	-405.59222499727156	20.0	0.0	1008	150255	-164.0083665555713	-8.64464403523758
72.84359931945801	15	-159.19409550520567	-7.783050716056264	71.5981546751516	-17.423728110891975	-463.8019935848982	20.0	0.0	1008	160272	-160.06491305327737	-7.981802990723981
77.45706582069397	16	-156.77519036522332	-7.893957475800432	69.66135584278254	-23.059800918504617	-430.44613977002973	20.0	0.0	1008	170289	-182.98280305680973	-8.96931814671479
81.60398864746094	17	-154.8144375221526	-7.521653216679181	67.0961296811438	-26.01763770789828	-365.2388411701338	20.0	0.0	1008	180306	-152.63614837118791	-7.295906982760005
86.20955967903137	18	-151.2959612162167	-7.327641854120987	72.00112803572915	-17.886432415751067	-459.8051942597635	20.0	0.0	1008	190323	-159.00466542515622	-7.7394139078216115
90.4265763759613	19	-152.84880708342286	-7.542355324444741	74.71749580382166	-16.671745457091887	-434.95338839148576	20.0	0.0	1008	200340	-152.04211711504394	-7.172914103151645
94.89054942131042	20	-159.68864882681396	-7.9521961967497825	80.01164405117407	-28.9294344529603	-466.91738870326947	20.0	0.0	1008	210357	-167.27588031451032	-7.738054813138952
