,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-154.11760269381958,32.643829305620855,-211.7704578635435,-106.19781976311377,,
1,0,11.990649839980165,26.26083045557737,-31.972612690286148,50.730334340971645,1.0313758850097656,0.023913707584142685
2,1,96.2803304944326,28.396747220825848,54.36054529574115,152.53616625685538,0.053506068885326385,0.019435789436101913
3,2,191.58702328953922,34.743617776430334,136.71985242274874,235.95653840420985,0.022021116688847542,0.01366487704217434
4,3,213.44920465385826,43.26470277804686,146.60398840275053,289.6807258089419,0.01789708063006401,0.009489206597208977
5,4,218.49146075417485,18.934732376079026,179.58929664122877,243.31109285464362,0.011871306225657463,0.009568970650434494
6,5,279.44725072200765,39.55477741910902,235.30134939668514,356.5208624048669,0.009330511093139648,0.007938873022794724
7,6,316.92879121870936,47.350021985725,213.85048457303213,384.0301973105903,0.0077296094968914986,0.008475355803966522
8,7,301.2783382563157,28.654760710458795,275.3173280404478,378.08808773805913,0.00850011594593525,0.004007791168987751
9,8,306.4595784307913,58.87259627282085,216.41964556377602,378.72756965295844,0.007721330039203167,0.005002892576158047
10,9,308.5109676470196,41.42844284864223,249.7611916273392,365.4082758875073,0.0065470910631120205,0.007626191712915897
11,10,339.2124471960153,60.97231182637506,243.3051510440596,419.9629468909785,0.006563958711922169,0.0049634273163974285
