,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-160.40940180023549,35.171286193840125,-235.80557427848782,-95.84146834240246,,
1,17.97552039052588,18.096463679035043,-6.323799532073577,55.35645872982323,1.0645898580551147,0.026644492521882057
