Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
4.092466115951538	0	-0.42546043	0.08614263	-0.25177664	-0.6315052	21.0	0.0	-0.020260017	-0.020260017	-0.02018591	-0.02018591	-0.6972151	0.035497714	0.00016373527	8.039675e-05	0.6972315	1008	1008
8.484539270401001	1	-0.4096056	0.08886649	-0.22278279	-0.6888121	21.0	0.0	-0.019505026	-0.019505026	-0.01923619	-0.01923619	-0.7019701	0.027004998	8.035598e-05	2.4336126e-05	0.70197815	1008	2016
9.732984066009521	2	-0.4232184	0.09603692	-0.18918447	-0.69621503	21.0	0.0	-0.020153258	-0.020153258	-0.020287108	-0.020287108	-0.69230855	0.024993774	0.00019827293	0.00016826925	0.6923284	1008	3024
10.990092992782593	3	-0.42351452	0.08237429	-0.24553986	-0.6233751	21.0	0.0	-0.020167358	-0.020167358	-0.020079708	-0.020079708	-0.6918627	0.025262842	5.5025906e-05	2.3294055e-05	0.69186825	1008	4032
12.227158069610596	4	-0.42427564	0.0861324	-0.26201412	-0.63866127	21.0	0.0	-0.0202036	-0.0202036	-0.02022054	-0.02022054	-0.6926759	0.018927583	0.00036998387	0.00069869077	0.6927129	1008	5040
13.44190526008606	5	-0.4029301	0.069225855	-0.29017097	-0.5711997	21.0	0.0	-0.019187147	-0.019187147	-0.0193433	-0.0193433	-0.6910255	0.019905655	0.0011458064	0.0019750863	0.69114006	1008	6048
14.631343126296997	6	-0.41575098	0.09989497	-0.18205884	-0.65899575	21.0	0.0	-0.019797666	-0.019797666	-0.019957615	-0.019957615	-0.68969345	0.028842827	0.0007565089	0.0010755666	0.68976915	1008	7056
15.827840089797974	7	-0.41762224	0.10837387	-0.1913078	-0.7699678	21.0	0.0	-0.019886773	-0.019886773	-0.019676546	-0.019676546	-0.6915801	0.022169204	0.0015476623	0.002829863	0.69173485	1008	8064
17.03230619430542	8	-0.42898163	0.109292254	-0.25166017	-0.7912435	21.0	0.0	-0.020427696	-0.020427696	-0.018476797	-0.018476797	-0.67885435	0.13137217	0.09008458	0.14801516	0.68786275	1008	9072
18.246689081192017	9	-0.45325133	0.106406614	-0.21858098	-0.7445914	21.0	0.0	-0.021583397	-0.021583397	-0.0142496	-0.0142496	-0.6814823	0.26092583	0.27090764	0.2617966	0.708573	1008	10080
19.461308240890503	10	-0.44625655	0.10754931	-0.27401835	-0.75708306	21.0	0.0	-0.021250313	-0.021250313	-0.01722913	-0.01722913	-0.66438794	0.27858895	0.27365226	0.2063587	0.69175315	1008	11088
20.69277811050415	11	-0.45567584	0.10499369	-0.30214748	-0.71086013	21.0	0.0	-0.021698851	-0.021698851	-0.019067941	-0.019067941	-0.6737766	0.16173318	0.12116362	0.13374618	0.68589294	1008	12096
21.924379110336304	12	-0.4512906	0.094141714	-0.28612366	-0.7935584	21.0	0.0	-0.021490028	-0.021490028	-0.020014187	-0.020014187	-0.67602944	0.12355451	0.075713545	0.06360677	0.68360084	1008	13104
23.175188064575195	13	-0.52552193	0.112499155	-0.269655	-0.7785398	21.0	0.0	-0.025024852	-0.025024852	-0.017877799	-0.017877799	-0.66030794	0.21831837	0.2020992	0.19539641	0.6805179	1008	14112
24.411312103271484	14	0.32452548	3.960811	19.312664	-0.7899669	21.0	0.0	0.015453592	0.015453592	0.022246199	0.022246199	-0.6457902	0.2701647	0.25503477	0.1977652	0.6712937	1008	15120
25.64299702644348	15	-0.54234856	0.12037967	-0.24734217	-0.823887	21.0	0.0	-0.02582612	-0.02582612	-0.019041765	-0.019041765	-0.67751193	0.24461438	0.2327728	0.20375435	0.70078915	1008	16128
26.87920308113098	16	2.730005	8.181144	29.347303	-0.8168958	21.0	0.0	0.13000022	0.13000022	0.14103812	0.14103812	-0.66114706	0.34359384	0.36547893	0.25685158	0.6976949	1008	17136
28.138556241989136	17	3.5417445	9.704455	39.328194	-0.87787193	21.0	0.0	0.16865452	0.16865452	0.17877083	0.17877083	-0.6838976	0.26554084	0.23466629	0.20213832	0.7073642	1008	18144
29.392168045043945	18	14.709881	19.257072	59.138565	-0.7816745	21.0	0.0	0.70047057	0.70047057	0.711653	0.711653	-0.62191695	0.26829913	0.34222174	0.27973866	0.6561391	1008	19152
30.64562201499939	19	14.305695	20.182322	59.19327	-0.926753	21.0	0.0	0.6812236	0.6812236	0.69322133	0.69322133	-0.6161833	0.2827215	0.36270335	0.27843413	0.65245354	1008	20160
32.09427499771118	20	18.03526	19.988516	69.24193	-0.85684514	21.0	0.0	0.8588219	0.8588219	0.87457335	0.87457335	-0.6125847	0.34402382	0.42548776	0.29172117	0.6551335	1008	21168
33.361685037612915	21	30.634192	24.916018	79.071724	-0.9695102	21.0	0.0	1.4587711	1.4587711	1.4802547	1.4802547	-0.61475533	0.36737582	0.44606966	0.29220182	0.6593623	1008	22176
34.628986120224	22	39.365833	27.664894	88.871475	-0.84392697	21.0	0.0	1.8745633	1.8745633	1.8944331	1.8944331	-0.56237364	0.34861073	0.49401873	0.31448624	0.6117755	1008	23184
35.91093707084656	23	51.152313	22.725698	89.1274	-0.82914776	21.0	0.0	2.4358244	2.4358244	2.4605055	2.4605055	-0.6340108	0.42374346	0.53734505	0.30636597	0.68774533	1008	24192
37.17517709732056	24	50.4911	24.361464	98.886856	-0.88350004	21.0	0.0	2.4043381	2.4043381	2.4320295	2.4320295	-0.5781764	0.4064167	0.6059072	0.35353804	0.6387671	1008	25200
