Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	105.78436541557312	1000	2000	0.7919361974811436	0.7919361974811436	2	2000
1	111.805673122406	1000	3000	0.7919361974811436	-246.33141038278586	3	3000
2	117.82500743865967	1000	4000	0.7919361974811436	-244.42268804341637	4	4000
3	123.8497793674469	1000	5000	0.7919361974811436	-148.28877460395464	5	5000
4	129.87026977539062	1000	6000	0.7919361974811436	-235.0509395098724	6	6000
5	135.8891875743866	1000	7000	0.7919361974811436	-211.2921456737393	7	7000
6	141.91552066802979	1000	8000	0.7919361974811436	-202.12511569322518	8	8000
7	147.93667888641357	1000	9000	0.7919361974811436	-287.39905725958414	9	9000
8	153.98093390464783	1000	10000	0.7919361974811436	-105.4648427845029	10	10000
9	160.01362824440002	1000	11000	0.7919361974811436	-125.0019061213061	11	11000
10	166.0400755405426	1000	12000	0.7919361974811436	-211.55101762043344	12	12000
11	172.05502676963806	1000	13000	0.7919361974811436	-296.7325291586684	13	13000
12	178.07851123809814	1000	14000	0.7919361974811436	-36.90577151996962	14	14000
13	184.08523154258728	1000	15000	0.7919361974811436	-82.64080803019576	15	15000
14	190.111656665802	1000	16000	0.7919361974811436	-138.80745578071233	16	16000
15	196.12110567092896	1000	17000	0.7919361974811436	-61.68678488766156	17	17000
16	202.1435670852661	1000	18000	0.7919361974811436	-205.30318476741763	18	18000
17	208.17025756835938	1000	19000	0.7919361974811436	-249.03216071542872	19	19000
18	214.2043695449829	1000	20000	0.7919361974811436	-148.79895196793578	20	20000
19	220.22975254058838	1000	21000	0.7919361974811436	-152.14039406797977	21	21000
20	226.25041031837463	1000	22000	0.7919361974811436	-146.09661831728573	22	22000
21	232.27626013755798	1000	23000	0.7919361974811436	-36.93998136808044	23	23000
22	238.2897846698761	1000	24000	0.7919361974811436	-75.60634717657075	24	24000
23	244.31006240844727	1000	25000	0.7919361974811436	-98.59803379282745	25	25000
24	250.33266305923462	1000	26000	154.1954371005724	154.1954371005724	26	26000
25	256.3457386493683	1000	27000	154.1954371005724	-63.534871105596054	27	27000
26	262.3615584373474	1000	28000	154.1954371005724	-140.12810638087484	28	28000
27	268.395663022995	1000	29000	154.1954371005724	133.56558470332934	29	29000
28	274.4311122894287	1000	30000	154.1954371005724	121.6624055960133	30	30000
29	280.4569842815399	1000	31000	293.17092387782344	293.17092387782344	31	31000
30	286.4892101287842	1000	32000	293.17092387782344	204.37703201738105	32	32000
31	292.5210585594177	1000	33000	299.3165457871702	299.3165457871702	33	33000
32	298.55880069732666	1000	34000	320.7299375004794	320.7299375004794	34	34000
33	304.5754358768463	1000	35000	367.5075756204707	367.5075756204707	35	35000
34	310.60525274276733	1000	36000	425.9138132476401	425.9138132476401	36	36000
35	316.64754462242126	1000	37000	425.9138132476401	412.68191915186287	37	37000
36	322.6829056739807	1000	38000	425.9138132476401	340.01150127194734	38	38000
37	328.7063753604889	1000	39000	507.4005103198614	507.4005103198614	39	39000
38	334.74683594703674	1000	40000	507.4005103198614	430.05517993221554	40	40000
39	340.7840645313263	1000	41000	507.4005103198614	-190.6121260011847	41	41000
40	346.8136193752289	1000	42000	507.4005103198614	307.2622741850601	42	42000
41	352.83739590644836	1000	43000	520.6325270273554	520.6325270273554	43	43000
42	358.86145973205566	1000	44000	718.5260151395102	718.5260151395102	44	44000
43	364.8783075809479	1000	45000	718.5260151395102	459.17019287986255	45	45000
44	370.914089679718	1000	46000	718.5260151395102	179.36510217214	46	46000
45	376.95147013664246	1000	47000	819.3389374164276	819.3389374164276	47	47000
46	382.982869386673	1000	48000	819.3389374164276	687.7470780648911	48	48000
47	389.0177376270294	1000	49000	819.3389374164276	445.62650340319163	49	49000
48	395.0464403629303	1000	50000	929.7986430768138	929.7986430768138	50	50000
49	401.0661680698395	1000	51000	956.3605468463311	956.3605468463311	51	51000
50	407.0934920310974	1000	52000	1024.137221301718	1024.137221301718	52	52000
51	413.1253819465637	1000	53000	1024.137221301718	95.12175673297794	53	53000
52	419.1674690246582	1000	54000	1024.137221301718	947.4114793844565	54	54000
53	425.1785988807678	1000	55000	1204.516843929222	1204.516843929222	55	55000
