Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
49.872652530670166	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.071296e-06	-7.071296e-06	-0.69325626	0.04125221	0.0036833868	0.0013077685	0.6936246	30049	30049
78.2171049118042	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.7041913e-05	-1.7041913e-05	-0.69044477	0.039075833	0.0022857126	0.0008218138	0.69067335	30049	60098
104.01865148544312	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.7725777e-05	1.7725777e-05	-0.69372815	0.025609417	0.0013156424	0.00093987596	0.6938597	30049	90147
129.76421785354614	3	0.015075377	0.2121293	3.0	0.0	151.0	0.0	9.9836936e-05	9.9836936e-05	8.862299e-05	8.862299e-05	-0.69461626	0.02740146	0.004457178	0.005978535	0.69506204	30049	120196
155.5972831249237	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.186144e-05	3.186144e-05	-0.6892252	0.09376628	0.04601483	0.04062832	0.6938267	30049	150245
181.41057348251343	5	0.4924623	3.7414815	40.0	0.0	151.0	0.0	0.0032613399	0.0032613399	0.0032400175	0.0032400175	-0.69772995	0.10550618	0.048688807	0.05862569	0.7025988	30049	180294
207.23885869979858	6	0.06030151	0.84851724	12.0	0.0	151.0	0.0	0.00039934774	0.00039934774	0.0004879296	0.0004879296	-0.6668035	0.17144428	0.13533753	0.14530432	0.6803372	30049	210343
233.01836895942688	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00021904868	0.00021904868	-0.6113119	0.26850986	0.36624324	0.25166574	0.6479363	30049	240392
258.852618932724	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00017913594	0.00017913594	-0.63092697	0.3803812	0.4870035	0.28638756	0.6796273	30049	270441
284.7025547027588	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003551193	0.0003551193	-0.6376449	0.39237577	0.50413203	0.30811515	0.68805814	30049	300490
310.5087399482727	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0005255007	0.0005255007	-0.5762496	0.5278945	0.7168714	0.3449924	0.64793676	30049	330539
336.3217315673828	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00038186702	0.00038186702	-0.5322639	0.3972194	0.7110466	0.34788463	0.6033686	30049	360588
362.17151737213135	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0005382611	0.0005382611	-0.53198814	0.5590067	0.7922183	0.3960865	0.61121	30049	390637
388.00733184814453	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0006717017	0.0006717017	-0.5421679	0.4517954	0.6253919	0.28382567	0.6047071	30049	420686
413.84670066833496	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0005781254	0.0005781254	-0.543993	0.46404183	0.7192124	0.40227374	0.6159142	30049	450735
439.6840350627899	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0006105688	0.0006105688	-0.5189799	0.4426571	0.68912023	0.3039819	0.58789194	30049	480784
465.5171854496002	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00059808773	0.00059808773	-0.5330873	0.53581303	0.7770865	0.4291793	0.610796	30049	510833
491.3130419254303	17	0.26633167	3.7476194	53.0	0.0	151.0	0.0	0.0017637858	0.0017637858	0.002262937	0.002262937	-0.5189039	0.4350111	0.7333758	0.3556194	0.5922415	30049	540882
517.1276018619537	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00059652014	0.00059652014	-0.4663431	0.41806358	0.7487298	0.35848814	0.54121614	30049	570931
543.0354604721069	19	0.025125628	0.35354894	5.0	0.0	151.0	0.0	0.0001663949	0.0001663949	0.0008683783	0.0008683783	-0.54265344	0.5240943	0.7389288	0.35385704	0.6165463	30049	600980
585.6462509632111	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0005194641	0.0005194641	-0.505417	0.45643243	0.7871606	0.4123461	0.5841331	30049	631029
611.4662261009216	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00071865955	0.00071865955	-0.5154581	0.48871422	0.7462379	0.33806843	0.59008193	30049	661078
637.241188287735	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00096488086	0.00096488086	-0.50245655	0.5428531	0.95497376	0.4157853	0.5979539	30049	691127
663.0630249977112	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0015248917	0.0015248917	-0.42045343	0.61741376	1.0266695	0.37012142	0.5231204	30049	721176
688.8763496875763	24	0.21105528	1.6182622	17.0	0.0	151.0	0.0	0.001397717	0.001397717	0.0035025072	0.0035025072	-0.22011873	0.5415113	1.0981784	0.24839361	0.32993656	30049	751225
714.6951880455017	25	2.1407034	6.3206058	35.0	0.0	151.0	0.0	0.014176845	0.014176845	0.016381588	0.016381588	-0.2355321	0.5189297	1.2119248	0.51270646	0.3567246	30049	781274
740.539368391037	26	17.316584	13.580775	54.0	0.0	151.0	0.0	0.11467936	0.11467936	0.11736015	0.11736015	-0.1816735	0.45041528	1.1084629	0.3262277	0.2925198	30049	811323
766.3731954097748	27	28.42211	14.248784	54.0	0.0	151.0	0.0	0.1882259	0.1882259	0.19075878	0.19075878	-0.22459769	0.5999852	1.3632832	0.639482	0.36092603	30049	841372
792.2281610965729	28	38.366833	12.342724	62.0	0.0	151.0	0.0	0.254085	0.254085	0.25635204	0.25635204	-0.2061446	0.7886106	1.1233299	0.46576267	0.3184776	30049	871421
818.037645816803	29	36.01005	14.119018	64.0	0.0	151.0	0.0	0.23847716	0.23847716	0.24034923	0.24034923	-0.23335283	0.55231696	1.0161772	0.20492855	0.33497053	30049	901470
