Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
35.696473598480225	0	-168.64073359711128	-9.1991597481014	66.53323501235128	-37.83631749592346	-392.93695881204104	20.0	0.0	1008	10017	-162.55193385189068	-8.653559489857217
70.92503333091736	1	-168.07003627387692	-9.292212413332182	66.44655704963947	-23.37390664147043	-369.25876871782253	20.0	0.0	1008	20034	-165.8680676726532	-8.555495834726479
103.67155885696411	2	-166.69186639594292	-8.83356567152278	64.64242125976622	-32.20848685280109	-389.61779291856107	20.0	0.0	1008	30051	-179.16877885466397	-9.408165868751516
136.48216128349304	3	-170.87778095046312	-8.976649037874687	68.88927203050241	-32.75134923831675	-339.3093394307274	20.0	0.0	1008	40068	-167.75066507562582	-8.67240258471603
170.54637932777405	4	-165.26487228854552	-8.574573785245008	61.75536514073752	-32.728148272695734	-327.1818269354913	20.0	0.0	1008	50085	-163.92407434083933	-8.042810181519277
204.1750466823578	5	-161.80729007262443	-8.46218372205565	61.08587144017825	-29.378929419096174	-380.60874202108755	20.0	0.0	1008	60102	-164.66333097404933	-8.688940774830339
237.14611911773682	6	-164.78864189470607	-8.601885135274955	62.051074896827	-37.703803659670086	-362.15461464785744	20.0	0.0	1008	70119	-181.21467863995576	-8.56075688515515
270.0929844379425	7	-156.70489239225566	-8.024811489393377	66.13490649673102	-24.551894288321797	-332.2275140810511	20.0	0.0	1008	80136	-153.749914590844	-7.844567522703035
303.2812166213989	8	-158.5015542922563	-8.056408322614953	62.74199220796409	-26.030452619377094	-328.11005852658644	20.0	0.0	1008	90153	-159.6914572153353	-7.556150664351598
335.84571170806885	9	-151.95172436600865	-7.666426194736817	64.499548883481	-25.683734514358907	-388.0487268264212	20.0	0.0	1008	100170	-155.34450396270623	-7.813315737061906
368.9882197380066	10	-159.71003483528446	-7.942691409713041	65.14718655216078	-29.172352706746373	-369.21130102421495	20.0	0.0	1008	110187	-143.21045965238915	-6.7446176633006445
401.7252547740936	11	-151.17894121795413	-7.508488433808026	66.04476073800647	-24.5315120079334	-349.8278589091093	20.0	0.0	1008	120204	-152.9580739624204	-7.75629431799337
435.0384726524353	12	-159.39620816973263	-7.88350420161556	66.50269030224986	-23.155556440897183	-428.0070565193797	20.0	0.0	1008	130221	-144.30839588223117	-6.811494975873079
468.0586693286896	13	-149.69128659425803	-7.233080629565594	66.3771800873177	-24.25833563805027	-391.16561918788955	20.0	0.0	1008	140238	-152.62394753687326	-8.138384005417132
500.8216097354889	14	-149.74553781123527	-7.365644118619985	64.6041707102469	-21.52135733938358	-380.11033059374716	20.0	0.0	1008	150255	-153.89559008676022	-7.387521401161045
534.2756559848785	15	-148.72251633917122	-7.068689026080372	64.28029054875654	-25.137754469181097	-363.58945941357877	20.0	0.0	1008	160272	-147.53921204212608	-6.41963140154319
566.707834482193	16	-151.2520908854027	-6.97123065301421	63.17174170184506	-29.960839425290278	-343.63555440956094	20.0	0.0	1008	170289	-149.0309839935053	-7.069354030708236
600.8962795734406	17	-145.3426145988954	-6.7304639375851805	65.65051944425366	-23.204154293354783	-356.0278469537031	20.0	0.0	1008	180306	-167.95076198996136	-7.537160056988618
633.7210447788239	18	-149.8510562689716	-6.748620363386832	68.63395087231979	-28.853530215825323	-358.87682312323614	20.0	0.0	1008	190323	-149.44950263762678	-6.819745928844803
666.8275310993195	19	-142.44765713968258	-6.183687937978902	62.350065546887315	-26.684509685376483	-323.0086722099374	20.0	0.0	1008	200340	-125.89700712348031	-5.627287840395655
