Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	10.779855012893677	1000	2000	-30.486449955607664	-258.92722823354535	3	2000
1	18.4059579372406	1000	3000	-30.486449955607664	-309.75869403079656	4	3000
2	26.070131063461304	1000	4000	-30.486449955607664	-168.67769339555514	5	4000
3	33.69617414474487	1000	5000	-30.486449955607664	-96.1297368824357	8	5000
4	41.32539963722229	1000	6000	-1.7682676154707855	-13.343964886313987	11	6000
5	48.937501668930054	1000	7000	122.32890316586834	122.32890316586834	12	7000
6	56.52117586135864	1000	8000	122.32890316586834	10.297616069273088	17	8000
7	64.12861251831055	1000	9000	122.32890316586834	24.619894993718226	21	9000
8	71.7226345539093	1000	10000	122.32890316586834	17.668329707978344	23	10000
9	79.33989930152893	1000	11000	169.14573815218003	169.14573815218003	24	11000
10	86.95877933502197	1000	12000	169.14573815218003	12.10445628160877	27	12000
11	94.56065940856934	1000	13000	169.14573815218003	102.95422024014617	28	13000
12	102.16368699073792	1000	14000	204.64563528165218	77.43196871381483	30	14000
13	109.77282118797302	1000	15000	204.64563528165218	200.4881979619334	31	15000
14	117.38666677474976	1000	16000	204.64563528165218	169.339903931053	32	16000
15	124.98925495147705	1000	17000	204.64563528165218	189.124205045001	33	17000
16	132.59401202201843	1000	18000	266.23932395106686	266.23932395106686	34	18000
17	140.21498107910156	1000	19000	340.80426272675106	36.84424594610407	37	19000
18	147.83379578590393	1000	20000	340.80426272675106	103.37652424733855	39	20000
19	155.44238948822021	1000	21000	340.80426272675106	340.3908903455904	40	21000
20	163.060861825943	1000	22000	340.80426272675106	208.17713353905407	42	22000
21	170.66010451316833	1000	23000	495.8886270249112	186.59524048541823	44	23000
22	178.26551699638367	1000	24000	495.8886270249112	134.98765203314196	45	24000
23	185.88439679145813	1000	25000	495.8886270249112	377.8669960287218	46	25000
24	193.49848532676697	1000	26000	495.8886270249112	305.3677114654087	47	26000
25	201.11025977134705	1000	27000	495.8886270249112	278.5210313883348	48	27000
26	208.69958019256592	1000	28000	495.8886270249112	166.35678998342607	50	28000
27	216.31937766075134	1000	29000	495.8886270249112	352.2188002673569	53	29000
28	223.92102360725403	1000	30000	570.8468359590546	570.8468359590546	54	30000
29	231.56224513053894	1000	31000	570.8468359590546	368.5692910743678	55	31000
30	239.16085743904114	1000	32000	570.8468359590546	287.7245314489431	57	32000
31	246.7713007926941	1000	33000	699.5467998695108	699.5467998695108	58	33000
32	254.38110661506653	1000	34000	699.5467998695108	337.43850588730334	59	34000
33	261.9902534484863	1000	35000	699.5467998695108	435.6348515894189	60	35000
34	269.60891485214233	1000	36000	699.5467998695108	10.358853649865281	62	36000
35	277.2290527820587	1000	37000	699.5467998695108	401.44474510718595	63	37000
36	284.8327281475067	1000	38000	699.5467998695108	149.53091203717096	67	38000
37	292.45587706565857	1000	39000	699.5467998695108	359.786068552325	68	39000
38	300.07037234306335	1000	40000	699.5467998695108	374.7051045739226	69	40000
39	307.68324542045593	1000	41000	699.5467998695108	420.12713731663416	70	41000
40	315.29811668395996	1000	42000	699.5467998695108	558.816026156313	71	42000
41	322.91438937187195	1000	43000	699.5467998695108	323.34238016182735	72	43000
42	330.5437705516815	1000	44000	699.5467998695108	348.42971265209786	73	44000
43	338.1677658557892	1000	45000	699.5467998695108	387.5888126453943	74	45000
44	345.7905638217926	1000	46000	699.5467998695108	215.2243291883879	76	46000
45	353.41127276420593	1000	47000	699.5467998695108	349.35611368971644	77	47000
46	361.026798248291	1000	48000	699.5467998695108	405.0407520752729	78	48000
47	368.62343287467957	1000	49000	699.5467998695108	470.17331499734604	79	49000
48	376.25270891189575	1000	50000	699.5467998695108	432.0606281011823	80	50000
49	383.862752199173	1000	51000	699.5467998695108	406.8924116914729	81	51000
50	391.48256397247314	1000	52000	844.2743222305351	458.78152479911273	83	52000
51	399.10729146003723	1000	53000	844.2743222305351	343.86204579552856	84	53000
52	406.7031967639923	1000	54000	844.2743222305351	757.3807751362543	85	54000
53	414.3221986293793	1000	55000	844.2743222305351	338.841447934823	86	55000
54	421.94154477119446	1000	56000	844.2743222305351	22.52203672531606	88	56000
55	429.54944467544556	1000	57000	844.2743222305351	506.05529754852904	89	57000
56	437.17131543159485	1000	58000	844.2743222305351	419.8725654525851	90	58000
57	444.79851627349854	1000	59000	844.2743222305351	330.74461357995665	91	59000
58	452.42271637916565	1000	60000	844.2743222305351	178.15230953550537	93	60000
59	460.031875371933	1000	61000	861.1330941453882	861.1330941453882	94	61000
60	467.64488554000854	1000	62000	861.1330941453882	530.8903491047902	95	62000
61	475.2615406513214	1000	63000	861.1330941453882	559.8722593830182	96	63000
62	482.87226963043213	1000	64000	861.1330941453882	145.02600200871564	98	64000
63	490.4803614616394	1000	65000	1217.162923897206	259.4462239245654	100	65000
64	498.09627628326416	1000	66000	1217.162923897206	1197.8577039707752	101	66000
65	505.69969153404236	1000	67000	1217.162923897206	901.8999259512652	102	67000
66	513.3114259243011	1000	68000	1217.162923897206	901.6186230927625	103	68000
67	520.9299557209015	1000	69000	1217.162923897206	76.96808684362273	105	69000
68	528.5474762916565	1000	70000	1217.162923897206	353.51001358359343	106	70000
69	536.1632058620453	1000	71000	1217.162923897206	429.75947862277434	107	71000
70	543.7788541316986	1000	72000	1314.280512224948	528.7656045199434	109	72000
71	551.3995153903961	1000	73000	1314.280512224948	1003.0220508890866	110	73000
72	559.0219125747681	1000	74000	1314.280512224948	444.1927220986662	111	74000
73	566.6542348861694	1000	75000	1314.280512224948	434.53250434214783	112	75000
74	574.2767472267151	1000	76000	1314.280512224948	629.9971634182098	113	76000
75	581.9037518501282	1000	77000	1314.280512224948	221.58261204322696	115	77000
76	589.5311732292175	1000	78000	1314.280512224948	157.60827504944763	117	78000
77	597.1244280338287	1000	79000	1314.280512224948	322.2122282753212	118	79000
78	604.7131066322327	1000	80000	1314.280512224948	459.42685489232264	120	80000
79	612.3436181545258	1000	81000	1314.280512224948	460.26838796212314	121	81000
80	619.9659600257874	1000	82000	1314.280512224948	336.7043760780772	122	82000
81	627.5989167690277	1000	83000	1314.280512224948	825.7846099125201	123	83000
82	635.2227704524994	1000	84000	1314.280512224948	868.1379389957149	124	84000
83	642.8518280982971	1000	85000	1314.280512224948	627.6006297154019	125	85000
84	650.5148415565491	1000	86000	1314.280512224948	549.3527493770613	126	86000
85	658.1870021820068	1000	87000	1314.280512224948	989.6853346572328	127	87000
86	665.8269209861755	1000	88000	1314.280512224948	157.60863058664836	129	88000
87	673.4557693004608	1000	89000	1314.280512224948	598.7042673911432	131	89000
88	681.0924744606018	1000	90000	1314.280512224948	735.0524661430001	133	90000
89	688.6965985298157	1000	91000	1588.0853266491217	1588.0853266491217	134	91000
90	696.3317465782166	1000	92000	1588.0853266491217	594.3276026342137	135	92000
91	703.952306509018	1000	93000	1588.0853266491217	1080.5710097588712	136	93000
92	711.5725555419922	1000	94000	1588.0853266491217	317.1043574330248	138	94000
93	719.1826448440552	1000	95000	1601.2739494426678	653.2731860684977	140	95000
94	726.8045094013214	1000	96000	1810.214863088002	1810.214863088002	141	96000
95	734.4252805709839	1000	97000	1810.214863088002	1132.8608682129975	142	97000
96	742.0726554393768	1000	98000	1810.214863088002	659.5740114994568	143	98000
